region_id,year,ecozone,ecosystem,action,top_count,top5_frequency
96,2023,Prairies,grassland,protect,0,0.0
97,2023,Boreal Shield,forest,protect,0,0.0
98,2023,Boreal Shield,riparian,protect,0,0.0
99,2023,Montane Cordillera,forest,protect,0,0.0
100,2023,Mixedwood Plains,forest,protect,0,0.0
101,2023,Pacific Maritime,forest,protect,0,0.0
102,2023,Boreal Plains,forest,protect,0,0.0
103,2023,Montane Cordillera,forest,protect,0,0.0
104,2023,Hudson Plains,peatland,protect,0,0.0
105,2023,Pacific Maritime,forest,protect,0,0.0
106,2023,Taiga Plains,riparian,protect,34,0.11333333333333333
107,2023,Boreal Plains,forest,protect,0,0.0
108,2023,Boreal Shield,peatland,protect,0,0.0
109,2023,Mixedwood Plains,wetland,protect,0,0.0
110,2023,Taiga Plains,peatland,protect,0,0.0
111,2023,Boreal Plains,wetland,protect,0,0.0
112,2023,Boreal Plains,forest,protect,0,0.0
113,2023,Atlantic Maritime,riparian,protect,0,0.0
114,2023,Boreal Shield,forest,protect,0,0.0
115,2023,Mixedwood Plains,forest,protect,0,0.0
116,2023,Hudson Plains,peatland,protect,0,0.0
117,2023,Pacific Maritime,grassland,protect,0,0.0
118,2023,Taiga Plains,forest,protect,0,0.0
119,2023,Atlantic Maritime,forest,protect,0,0.0
120,2023,Atlantic Maritime,grassland,protect,0,0.0
121,2023,Pacific Maritime,peatland,protect,16,0.05333333333333334
122,2023,Boreal Shield,riparian,protect,0,0.0
123,2023,Prairies,grassland,protect,0,0.0
124,2023,Boreal Shield,wetland,protect,0,0.0
125,2023,Taiga Plains,wetland,protect,199,0.6633333333333333
126,2023,Prairies,riparian,protect,222,0.74
127,2023,Boreal Shield,forest,protect,0,0.0
128,2023,Boreal Shield,peatland,protect,0,0.0
129,2023,Atlantic Maritime,forest,protect,0,0.0
130,2023,Boreal Shield,wetland,protect,136,0.4533333333333333
131,2023,Mixedwood Plains,grassland,protect,0,0.0
132,2023,Atlantic Maritime,forest,protect,0,0.0
133,2023,Prairies,riparian,protect,0,0.0
134,2023,Atlantic Maritime,forest,protect,0,0.0
135,2023,Boreal Shield,wetland,protect,201,0.67
136,2023,Montane Cordillera,forest,protect,0,0.0
137,2023,Taiga Plains,wetland,protect,0,0.0
138,2023,Hudson Plains,peatland,protect,51,0.17
139,2023,Boreal Shield,forest,protect,0,0.0
140,2023,Taiga Plains,forest,protect,0,0.0
141,2023,Taiga Plains,peatland,protect,10,0.03333333333333333
142,2023,Montane Cordillera,wetland,protect,0,0.0
143,2023,Atlantic Maritime,wetland,protect,0,0.0
144,2023,Taiga Plains,forest,protect,0,0.0
145,2023,Boreal Plains,forest,protect,0,0.0
146,2023,Prairies,wetland,protect,2,0.006666666666666667
147,2023,Taiga Plains,peatland,protect,15,0.05
148,2023,Taiga Plains,peatland,protect,0,0.0
149,2023,Boreal Shield,forest,protect,0,0.0
150,2023,Hudson Plains,peatland,protect,0,0.0
151,2023,Mixedwood Plains,forest,protect,0,0.0
152,2023,Boreal Shield,forest,protect,0,0.0
153,2023,Atlantic Maritime,forest,protect,0,0.0
154,2023,Boreal Shield,forest,protect,0,0.0
155,2023,Pacific Maritime,wetland,protect,0,0.0
156,2023,Boreal Plains,riparian,protect,0,0.0
157,2023,Pacific Maritime,forest,protect,0,0.0
158,2023,Pacific Maritime,forest,protect,0,0.0
159,2023,Hudson Plains,peatland,protect,173,0.5766666666666667
160,2023,Boreal Shield,riparian,protect,0,0.0
161,2023,Mixedwood Plains,grassland,protect,0,0.0
162,2023,Boreal Plains,forest,protect,0,0.0
163,2023,Boreal Shield,wetland,protect,296,0.9866666666666667
164,2023,Atlantic Maritime,forest,protect,0,0.0
165,2023,Prairies,riparian,protect,1,0.0033333333333333335
166,2023,Hudson Plains,wetland,protect,0,0.0
167,2023,Hudson Plains,peatland,protect,0,0.0
168,2023,Prairies,forest,protect,0,0.0
169,2023,Montane Cordillera,forest,protect,0,0.0
170,2023,Boreal Plains,grassland,protect,0,0.0
171,2023,Taiga Plains,peatland,protect,55,0.18333333333333332
172,2023,Boreal Plains,forest,protect,0,0.0
173,2023,Montane Cordillera,riparian,protect,199,0.6633333333333333
174,2023,Boreal Shield,grassland,protect,0,0.0
175,2023,Boreal Shield,forest,protect,0,0.0
176,2023,Taiga Plains,peatland,protect,0,0.0
177,2023,Montane Cordillera,forest,protect,0,0.0
178,2023,Mixedwood Plains,grassland,protect,0,0.0
179,2023,Hudson Plains,wetland,protect,0,0.0
180,2023,Mixedwood Plains,forest,protect,0,0.0
181,2023,Mixedwood Plains,riparian,protect,0,0.0
182,2023,Taiga Plains,riparian,protect,125,0.4166666666666667
183,2023,Prairies,grassland,protect,0,0.0
184,2023,Hudson Plains,riparian,protect,0,0.0
185,2023,Pacific Maritime,peatland,protect,0,0.0
186,2023,Prairies,grassland,protect,0,0.0
187,2023,Boreal Shield,peatland,protect,0,0.0
188,2023,Hudson Plains,peatland,protect,0,0.0
189,2023,Boreal Plains,forest,protect,0,0.0
190,2023,Montane Cordillera,forest,protect,0,0.0
191,2023,Boreal Plains,wetland,protect,0,0.0
192,2023,Boreal Shield,forest,protect,0,0.0
193,2023,Mixedwood Plains,forest,protect,0,0.0
194,2023,Boreal Shield,wetland,protect,0,0.0
195,2023,Boreal Shield,forest,protect,0,0.0
196,2023,Atlantic Maritime,forest,protect,0,0.0
197,2023,Mixedwood Plains,riparian,protect,0,0.0
198,2023,Boreal Plains,grassland,protect,0,0.0
199,2023,Prairies,wetland,protect,0,0.0
200,2023,Hudson Plains,forest,protect,0,0.0
201,2023,Montane Cordillera,forest,protect,0,0.0
202,2023,Taiga Plains,peatland,protect,1,0.0033333333333333335
203,2023,Boreal Shield,grassland,protect,0,0.0
204,2023,Boreal Shield,forest,protect,0,0.0
205,2023,Boreal Plains,peatland,protect,0,0.0
206,2023,Boreal Shield,forest,protect,0,0.0
207,2023,Pacific Maritime,forest,protect,0,0.0
208,2023,Boreal Shield,riparian,protect,0,0.0
209,2023,Taiga Plains,forest,protect,0,0.0
210,2023,Pacific Maritime,forest,protect,0,0.0
211,2023,Atlantic Maritime,forest,protect,0,0.0
212,2023,Boreal Plains,wetland,protect,0,0.0
213,2023,Hudson Plains,riparian,protect,0,0.0
214,2023,Pacific Maritime,riparian,protect,86,0.2866666666666667
215,2023,Hudson Plains,forest,protect,0,0.0
216,2023,Boreal Shield,forest,protect,0,0.0
217,2023,Boreal Shield,peatland,protect,0,0.0
218,2023,Mixedwood Plains,forest,protect,0,0.0
219,2023,Prairies,riparian,protect,0,0.0
220,2023,Boreal Plains,wetland,protect,0,0.0
221,2023,Taiga Plains,forest,protect,0,0.0
222,2023,Pacific Maritime,grassland,protect,0,0.0
223,2023,Montane Cordillera,forest,protect,0,0.0
224,2023,Boreal Plains,forest,protect,0,0.0
225,2023,Mixedwood Plains,peatland,protect,0,0.0
226,2023,Boreal Shield,forest,protect,0,0.0
227,2023,Atlantic Maritime,wetland,protect,0,0.0
228,2023,Pacific Maritime,wetland,protect,1,0.0033333333333333335
229,2023,Boreal Shield,riparian,protect,0,0.0
230,2023,Boreal Shield,riparian,protect,178,0.5933333333333334
231,2023,Prairies,grassland,protect,0,0.0
232,2023,Montane Cordillera,forest,protect,0,0.0
233,2023,Atlantic Maritime,peatland,protect,61,0.20333333333333334
234,2023,Montane Cordillera,riparian,protect,0,0.0
235,2023,Hudson Plains,wetland,protect,0,0.0
236,2023,Taiga Plains,peatland,protect,0,0.0
237,2023,Hudson Plains,peatland,protect,137,0.45666666666666667
238,2023,Boreal Shield,forest,protect,0,0.0
239,2023,Boreal Shield,wetland,protect,0,0.0
240,2023,Hudson Plains,wetland,protect,0,0.0
241,2023,Hudson Plains,peatland,protect,0,0.0
242,2023,Boreal Plains,grassland,protect,0,0.0
243,2023,Atlantic Maritime,grassland,protect,0,0.0
244,2023,Atlantic Maritime,forest,protect,0,0.0
245,2023,Mixedwood Plains,forest,protect,0,0.0
246,2023,Atlantic Maritime,peatland,protect,0,0.0
247,2023,Prairies,grassland,protect,0,0.0
248,2023,Prairies,grassland,protect,0,0.0
249,2023,Prairies,riparian,protect,0,0.0
250,2023,Pacific Maritime,forest,protect,0,0.0
251,2023,Mixedwood Plains,riparian,protect,7,0.023333333333333334
252,2023,Taiga Plains,forest,protect,0,0.0
253,2023,Boreal Plains,forest,protect,0,0.0
254,2023,Boreal Plains,wetland,protect,0,0.0
255,2023,Hudson Plains,forest,protect,0,0.0
256,2023,Hudson Plains,forest,protect,0,0.0
257,2023,Boreal Shield,forest,protect,0,0.0
258,2023,Boreal Shield,forest,protect,0,0.0
259,2023,Atlantic Maritime,peatland,protect,2,0.006666666666666667
260,2023,Boreal Shield,forest,protect,0,0.0
261,2023,Hudson Plains,peatland,protect,0,0.0
262,2023,Prairies,grassland,protect,0,0.0
263,2023,Boreal Shield,forest,protect,0,0.0
264,2023,Mixedwood Plains,forest,protect,0,0.0
265,2023,Boreal Shield,grassland,protect,0,0.0
266,2023,Boreal Plains,grassland,protect,0,0.0
267,2023,Boreal Shield,wetland,protect,60,0.2
268,2023,Boreal Shield,peatland,protect,49,0.16333333333333333
269,2023,Boreal Shield,forest,protect,0,0.0
270,2023,Boreal Shield,forest,protect,0,0.0
271,2023,Boreal Shield,peatland,protect,0,0.0
272,2023,Boreal Shield,forest,protect,0,0.0
273,2023,Atlantic Maritime,peatland,protect,4,0.013333333333333334
274,2023,Pacific Maritime,forest,protect,0,0.0
275,2023,Prairies,grassland,protect,0,0.0
276,2023,Prairies,grassland,protect,0,0.0
277,2023,Taiga Plains,wetland,protect,23,0.07666666666666666
278,2023,Mixedwood Plains,forest,protect,0,0.0
279,2023,Mixedwood Plains,forest,protect,0,0.0
280,2023,Boreal Shield,peatland,protect,0,0.0
281,2023,Boreal Plains,forest,protect,0,0.0
282,2023,Boreal Plains,forest,protect,0,0.0
283,2023,Boreal Plains,forest,protect,0,0.0
284,2023,Atlantic Maritime,forest,protect,0,0.0
285,2023,Prairies,grassland,protect,0,0.0
286,2023,Boreal Shield,forest,protect,0,0.0
287,2023,Prairies,riparian,protect,0,0.0
288,2023,Taiga Plains,forest,protect,0,0.0
289,2023,Boreal Shield,wetland,protect,0,0.0
290,2023,Mixedwood Plains,wetland,protect,0,0.0
291,2023,Boreal Shield,forest,protect,0,0.0
292,2023,Mixedwood Plains,riparian,protect,78,0.26
293,2023,Boreal Shield,riparian,protect,237,0.79
294,2023,Mixedwood Plains,riparian,protect,0,0.0
295,2023,Mixedwood Plains,forest,protect,0,0.0
296,2023,Montane Cordillera,forest,protect,0,0.0
297,2023,Hudson Plains,peatland,protect,0,0.0
298,2023,Hudson Plains,wetland,protect,0,0.0
299,2023,Pacific Maritime,wetland,protect,0,0.0
300,2023,Hudson Plains,peatland,protect,50,0.16666666666666666
301,2023,Boreal Shield,wetland,protect,0,0.0
302,2023,Atlantic Maritime,grassland,protect,0,0.0
303,2023,Taiga Plains,peatland,protect,90,0.3
304,2023,Mixedwood Plains,forest,protect,0,0.0
305,2023,Taiga Plains,forest,protect,0,0.0
306,2023,Prairies,grassland,protect,0,0.0
307,2023,Pacific Maritime,forest,protect,0,0.0
308,2023,Boreal Plains,forest,protect,0,0.0
309,2023,Boreal Shield,forest,protect,0,0.0
310,2023,Taiga Plains,peatland,protect,0,0.0
311,2023,Prairies,grassland,protect,0,0.0
312,2023,Boreal Plains,wetland,protect,0,0.0
313,2023,Prairies,grassland,protect,0,0.0
314,2023,Prairies,grassland,protect,0,0.0
315,2023,Prairies,grassland,protect,174,0.58
316,2023,Prairies,grassland,protect,0,0.0
317,2023,Pacific Maritime,forest,protect,0,0.0
318,2023,Boreal Plains,wetland,protect,174,0.58
319,2023,Montane Cordillera,forest,protect,0,0.0
320,2023,Mixedwood Plains,forest,protect,0,0.0
321,2023,Taiga Plains,wetland,protect,0,0.0
322,2023,Prairies,riparian,protect,0,0.0
323,2023,Atlantic Maritime,wetland,protect,65,0.21666666666666667
324,2023,Mixedwood Plains,forest,protect,0,0.0
325,2023,Pacific Maritime,riparian,protect,0,0.0
326,2023,Hudson Plains,peatland,protect,0,0.0
327,2023,Atlantic Maritime,forest,protect,0,0.0
328,2023,Pacific Maritime,riparian,protect,175,0.5833333333333334
329,2023,Boreal Plains,forest,protect,0,0.0
330,2023,Hudson Plains,wetland,protect,0,0.0
331,2023,Boreal Plains,wetland,protect,42,0.14
332,2023,Pacific Maritime,forest,protect,0,0.0
333,2023,Mixedwood Plains,grassland,protect,0,0.0
334,2023,Boreal Shield,forest,protect,0,0.0
335,2023,Atlantic Maritime,forest,protect,0,0.0
336,2023,Boreal Shield,forest,protect,0,0.0
337,2023,Pacific Maritime,forest,protect,0,0.0
338,2023,Boreal Shield,forest,protect,0,0.0
339,2023,Montane Cordillera,forest,protect,0,0.0
340,2023,Boreal Shield,grassland,protect,0,0.0
341,2023,Montane Cordillera,forest,protect,0,0.0
342,2023,Hudson Plains,wetland,protect,33,0.11
343,2023,Atlantic Maritime,forest,protect,0,0.0
344,2023,Hudson Plains,wetland,protect,0,0.0
345,2023,Hudson Plains,wetland,protect,0,0.0
346,2023,Montane Cordillera,forest,protect,0,0.0
347,2023,Boreal Plains,forest,protect,0,0.0
348,2023,Atlantic Maritime,grassland,protect,0,0.0
349,2023,Boreal Shield,riparian,protect,3,0.01
350,2023,Atlantic Maritime,forest,protect,0,0.0
351,2023,Boreal Shield,forest,protect,0,0.0
352,2023,Atlantic Maritime,forest,protect,0,0.0
353,2023,Atlantic Maritime,wetland,protect,0,0.0
354,2023,Taiga Plains,forest,protect,0,0.0
355,2023,Taiga Plains,peatland,protect,0,0.0
356,2023,Hudson Plains,peatland,protect,0,0.0
357,2023,Hudson Plains,peatland,protect,0,0.0
358,2023,Taiga Plains,peatland,protect,0,0.0
359,2023,Atlantic Maritime,riparian,protect,0,0.0
360,2023,Montane Cordillera,forest,protect,0,0.0
361,2023,Boreal Shield,forest,protect,0,0.0
362,2023,Boreal Shield,forest,protect,0,0.0
363,2023,Boreal Shield,riparian,protect,0,0.0
364,2023,Pacific Maritime,forest,protect,0,0.0
365,2023,Prairies,grassland,protect,0,0.0
366,2023,Hudson Plains,forest,protect,0,0.0
367,2023,Pacific Maritime,riparian,protect,0,0.0
368,2023,Prairies,grassland,protect,0,0.0
369,2023,Mixedwood Plains,wetland,protect,3,0.01
370,2023,Hudson Plains,riparian,protect,31,0.10333333333333333
371,2023,Boreal Plains,forest,protect,0,0.0
372,2023,Prairies,grassland,protect,0,0.0
373,2023,Prairies,grassland,protect,0,0.0
374,2023,Boreal Shield,forest,protect,0,0.0
375,2023,Boreal Shield,forest,protect,0,0.0
376,2023,Montane Cordillera,forest,protect,0,0.0
377,2023,Taiga Plains,forest,protect,0,0.0
378,2023,Prairies,grassland,protect,62,0.20666666666666667
379,2023,Pacific Maritime,forest,protect,0,0.0
380,2023,Atlantic Maritime,forest,protect,0,0.0
381,2023,Montane Cordillera,forest,protect,0,0.0
382,2023,Hudson Plains,peatland,protect,0,0.0
383,2023,Taiga Plains,peatland,protect,0,0.0
384,2023,Prairies,riparian,protect,0,0.0
385,2023,Montane Cordillera,riparian,protect,0,0.0
386,2023,Pacific Maritime,forest,protect,0,0.0
387,2023,Montane Cordillera,forest,protect,0,0.0
388,2023,Boreal Shield,forest,protect,0,0.0
389,2023,Mixedwood Plains,peatland,protect,156,0.52
390,2023,Pacific Maritime,forest,protect,0,0.0
391,2023,Boreal Shield,wetland,protect,0,0.0
392,2023,Atlantic Maritime,wetland,protect,0,0.0
393,2023,Pacific Maritime,forest,protect,0,0.0
394,2023,Boreal Shield,forest,protect,0,0.0
395,2023,Taiga Plains,wetland,protect,300,1.0
396,2023,Hudson Plains,forest,protect,0,0.0
397,2023,Boreal Plains,forest,protect,0,0.0
398,2023,Taiga Plains,peatland,protect,0,0.0
399,2023,Taiga Plains,wetland,protect,0,0.0
400,2023,Boreal Plains,forest,protect,0,0.0
401,2023,Mixedwood Plains,peatland,protect,0,0.0
402,2023,Hudson Plains,peatland,protect,0,0.0
403,2023,Boreal Shield,forest,protect,0,0.0
404,2023,Montane Cordillera,grassland,protect,0,0.0
405,2023,Mixedwood Plains,riparian,protect,0,0.0
406,2023,Boreal Plains,wetland,protect,0,0.0
407,2023,Mixedwood Plains,grassland,protect,0,0.0
408,2023,Boreal Shield,forest,protect,0,0.0
409,2023,Montane Cordillera,riparian,protect,52,0.17333333333333334
410,2023,Pacific Maritime,forest,protect,0,0.0
411,2023,Pacific Maritime,riparian,protect,0,0.0
412,2023,Boreal Shield,wetland,protect,164,0.5466666666666666
413,2023,Mixedwood Plains,forest,protect,0,0.0
414,2023,Boreal Shield,forest,protect,0,0.0
415,2023,Boreal Plains,wetland,protect,0,0.0
416,2023,Boreal Shield,wetland,protect,0,0.0
417,2023,Hudson Plains,forest,protect,0,0.0
418,2023,Boreal Plains,peatland,protect,0,0.0
419,2023,Mixedwood Plains,riparian,protect,0,0.0
420,2023,Pacific Maritime,forest,protect,0,0.0
421,2023,Boreal Shield,forest,protect,0,0.0
422,2023,Boreal Shield,forest,protect,0,0.0
423,2023,Boreal Shield,peatland,protect,4,0.013333333333333334
424,2023,Atlantic Maritime,forest,protect,0,0.0
425,2023,Hudson Plains,grassland,protect,0,0.0
426,2023,Boreal Plains,forest,protect,0,0.0
427,2023,Mixedwood Plains,peatland,protect,0,0.0
428,2023,Boreal Shield,forest,protect,0,0.0
429,2023,Hudson Plains,forest,protect,0,0.0
430,2023,Mixedwood Plains,riparian,protect,157,0.5233333333333333
431,2023,Hudson Plains,peatland,protect,72,0.24
432,2023,Pacific Maritime,forest,protect,0,0.0
433,2023,Mixedwood Plains,riparian,protect,299,0.9966666666666667
434,2023,Boreal Shield,riparian,protect,0,0.0
435,2023,Boreal Plains,grassland,protect,0,0.0
436,2023,Boreal Shield,forest,protect,0,0.0
437,2023,Taiga Plains,peatland,protect,0,0.0
438,2023,Hudson Plains,grassland,protect,0,0.0
439,2023,Pacific Maritime,forest,protect,0,0.0
440,2023,Mixedwood Plains,forest,protect,0,0.0
441,2023,Boreal Shield,peatland,protect,0,0.0
442,2023,Hudson Plains,peatland,protect,0,0.0
443,2023,Boreal Plains,wetland,protect,0,0.0
444,2023,Boreal Plains,riparian,protect,0,0.0
445,2023,Pacific Maritime,forest,protect,0,0.0
446,2023,Montane Cordillera,forest,protect,0,0.0
447,2023,Atlantic Maritime,forest,protect,0,0.0
448,2023,Boreal Shield,forest,protect,0,0.0
449,2023,Atlantic Maritime,forest,protect,0,0.0
450,2023,Boreal Shield,peatland,protect,0,0.0
451,2023,Mixedwood Plains,riparian,protect,0,0.0
452,2023,Pacific Maritime,forest,protect,0,0.0
453,2023,Boreal Shield,forest,protect,0,0.0
454,2023,Boreal Shield,grassland,protect,0,0.0
455,2023,Boreal Plains,forest,protect,0,0.0
456,2023,Montane Cordillera,forest,protect,0,0.0
457,2023,Taiga Plains,peatland,protect,2,0.006666666666666667
458,2023,Hudson Plains,peatland,protect,41,0.13666666666666666
459,2023,Pacific Maritime,forest,protect,0,0.0
460,2023,Atlantic Maritime,wetland,protect,0,0.0
461,2023,Boreal Shield,forest,protect,0,0.0
462,2023,Montane Cordillera,forest,protect,0,0.0
463,2023,Boreal Plains,forest,protect,0,0.0
464,2023,Atlantic Maritime,forest,protect,0,0.0
465,2023,Pacific Maritime,forest,protect,0,0.0
466,2023,Pacific Maritime,forest,protect,0,0.0
467,2023,Montane Cordillera,forest,protect,0,0.0
468,2023,Boreal Shield,forest,protect,0,0.0
469,2023,Taiga Plains,wetland,protect,0,0.0
470,2023,Prairies,wetland,protect,0,0.0
471,2023,Taiga Plains,riparian,protect,0,0.0
472,2023,Boreal Shield,forest,protect,0,0.0
473,2023,Boreal Shield,peatland,protect,0,0.0
474,2023,Boreal Plains,riparian,protect,0,0.0
475,2023,Boreal Plains,forest,protect,0,0.0
476,2023,Prairies,grassland,protect,0,0.0
477,2023,Atlantic Maritime,grassland,protect,0,0.0
478,2023,Pacific Maritime,wetland,protect,0,0.0
479,2023,Prairies,grassland,protect,0,0.0
480,2023,Prairies,grassland,protect,0,0.0
481,2023,Boreal Plains,forest,protect,0,0.0
482,2023,Atlantic Maritime,wetland,protect,139,0.4633333333333333
483,2023,Prairies,riparian,protect,0,0.0
484,2023,Boreal Shield,riparian,protect,8,0.02666666666666667
485,2023,Prairies,forest,protect,0,0.0
486,2023,Taiga Plains,peatland,protect,18,0.06
487,2023,Boreal Plains,forest,protect,0,0.0
488,2023,Atlantic Maritime,riparian,protect,0,0.0
489,2023,Atlantic Maritime,forest,protect,0,0.0
490,2023,Pacific Maritime,riparian,protect,207,0.69
491,2023,Pacific Maritime,grassland,protect,0,0.0
492,2023,Pacific Maritime,forest,protect,0,0.0
493,2023,Prairies,wetland,protect,15,0.05
494,2023,Hudson Plains,peatland,protect,5,0.016666666666666666
495,2023,Atlantic Maritime,forest,protect,0,0.0
496,2023,Taiga Plains,peatland,protect,1,0.0033333333333333335
497,2023,Atlantic Maritime,riparian,protect,0,0.0
498,2023,Prairies,grassland,protect,0,0.0
499,2023,Taiga Plains,wetland,protect,0,0.0
500,2023,Hudson Plains,peatland,protect,0,0.0
501,2023,Mixedwood Plains,forest,protect,0,0.0
502,2023,Mixedwood Plains,riparian,protect,2,0.006666666666666667
503,2023,Taiga Plains,wetland,protect,0,0.0
504,2023,Taiga Plains,forest,protect,0,0.0
505,2023,Hudson Plains,wetland,protect,0,0.0
506,2023,Prairies,riparian,protect,0,0.0
507,2023,Mixedwood Plains,forest,protect,0,0.0
508,2023,Taiga Plains,peatland,protect,0,0.0
509,2023,Boreal Shield,peatland,protect,0,0.0
510,2023,Boreal Shield,grassland,protect,0,0.0
511,2023,Mixedwood Plains,riparian,protect,99,0.33
512,2023,Boreal Shield,grassland,protect,0,0.0
513,2023,Boreal Plains,riparian,protect,0,0.0
514,2023,Prairies,wetland,protect,0,0.0
515,2023,Boreal Shield,peatland,protect,0,0.0
516,2023,Prairies,grassland,protect,0,0.0
517,2023,Hudson Plains,peatland,protect,1,0.0033333333333333335
518,2023,Boreal Shield,grassland,protect,1,0.0033333333333333335
519,2023,Hudson Plains,riparian,protect,0,0.0
520,2023,Mixedwood Plains,grassland,protect,0,0.0
521,2023,Prairies,grassland,protect,0,0.0
522,2023,Boreal Shield,forest,protect,0,0.0
523,2023,Atlantic Maritime,forest,protect,0,0.0
524,2023,Boreal Shield,forest,protect,0,0.0
525,2023,Prairies,grassland,protect,0,0.0
526,2023,Montane Cordillera,forest,protect,0,0.0
527,2023,Montane Cordillera,forest,protect,0,0.0
528,2023,Hudson Plains,peatland,protect,0,0.0
529,2023,Prairies,grassland,protect,60,0.2
