region_id,year,ecozone,ecosystem,x,y,area_km2,protection_status,indigenous_stewardship_context,carbon_density,biomass_carbon_density,soil_peat_carbon_density,agriculture_pressure,urban_pressure,resource_pressure,degradation,hydrology_integrity,restoration_readiness,monitoring_quality,sar_overlap,connectivity,flood_exposure,heat_exposure,community_vulnerability,temp_anomaly,drought_index,wetness_index,wildfire_risk,pest_risk,conversion_probability_true,converted_observed,true_baseline_ghg,mechanistic_baseline_ghg
11,2023,Mixedwood Plains,riparian,44.09626317980367,24.72565733067703,7.185222125540366,0,0,99.63172354657581,48.75924792211549,50.87247562446032,0.4987350482949927,0.6217386740773626,0.400867734338083,0.583769363690649,0.5103737156903376,0.27273481895872725,0.29329918993060206,0.5055769818996029,0.5051753541901632,0.5890013172426594,0.48983134161367337,0.5079053697785522,0.24817120894263253,0.37789954351577254,0.38894815124126453,0.12691526318177002,0.16205232391496813,0.3508028337238347,1,115.93615935607404,29.780912606423364
12,2023,Pacific Maritime,riparian,74.29063098580822,24.96703789338265,6.3776844543138775,0,0,175.75193482717117,123.55097547981156,52.20095934735963,0.3769612647990523,0.37051479792662767,0.3741096857368752,0.6366725101315539,0.41517865508311474,0.5903857036796428,0.4894399480044266,0.17021883610718583,0.5561801889904547,0.5651053651238881,0.4380301591716958,0.3094763251128465,-0.40973134285073065,0.04920020853186466,0.6577197405788854,0.013698236429795913,0.03358261995429401,0.2240589460179947,0,11.295967556506504,32.57604751938538
13,2023,Hudson Plains,riparian,23.70620769846632,13.949884796218992,13.989539264589343,0,0,231.8221862913155,137.6507174695265,94.17146882178898,0.38724823796577396,0.6485385762787281,0.38370143334617063,0.5763490242550293,0.3111144365680628,0.49411302822911485,0.5327818308266271,0.5179075617158306,0.42126405440311254,0.5153671663128391,0.3802061385194074,0.5844665002200188,-0.348797960985278,0.3114385614206202,0.6402689827273682,0.039911019227021075,0.08366203713675673,0.3097386021859639,1,282.77873688494276,119.15247439403603
14,2023,Taiga Plains,riparian,82.97499101249115,86.05635552736321,35.11584992096656,0,1,272.2837684226661,172.236361860244,100.04740656242213,0.4274924660301084,0.4912266787655066,0.5829475065806754,0.5265424900647006,0.36664786576945557,0.5358724584040268,0.42607943273744975,0.5218757386957711,0.4726516837394996,0.5948126650280694,0.2358787840241282,0.6298774493346656,0.5078204307608821,0.6301588351299685,0.42928095731220794,0.25754568265379063,0.31642310728205547,0.3460335336845926,0,104.34237872629899,399.3556231528826
15,2023,Boreal Plains,riparian,54.579828573946344,22.639754041133408,13.427207056235462,0,0,132.93429397013296,78.31433963535754,54.619954334775414,0.3354395677267698,0.25504537569860514,0.5252395527306815,0.6218220216867479,0.4052555393397854,0.5320584131946838,0.3081009057114804,0.24393954320129063,0.5365954268135922,0.5666049062195927,0.2504287970267182,0.27184435056613154,0.23304908750677247,0.3265579608641316,0.47066057940311906,0.28657808929185713,0.01317080666052009,0.23497895515371303,0,15.270364990322227,58.27932274630465
16,2023,Atlantic Maritime,forest,76.04216851846175,50.31785267248878,30.534272899988277,0,0,264.0364580763664,156.39792225474451,107.63853582162189,0.28475959838466175,0.6057104030027622,0.36331811928788443,0.6623943533930678,0.3719243592965098,0.4914168407601726,0.42554703249728937,0.3956919724155219,0.16692606605469038,0.20928199766625302,0.5489405269467807,0.2832067572558512,-0.3155952512571403,0.41558451689186254,0.4599609854951035,0.5106728791987647,0.19657322206759592,0.2905579491532806,0,108.51074085968631,327.7951113691798
17,2023,Boreal Shield,forest,47.25559833368571,99.08724780022045,18.057514680887035,1,0,340.5327156185352,238.34467675648943,102.18803886204576,0.27124180466557796,0.37269788455955943,0.5377577447313583,0.12256612688327544,0.8099893751780148,0.512566451808039,0.7040315841093872,0.1990549410018671,0.5587024929526225,0.22273236721997103,0.5022407859630549,0.3982561254020863,-0.39259500960572663,0.0073866988130983635,0.5468511798788563,0.26576257709266143,0.2667583397727773,0.05848107627957732,0,27.874903288271632,59.549353341570935
18,2023,Hudson Plains,wetland,49.919422542222335,1.2140900922043563,19.282303377142206,0,1,150.6555339157373,47.256606873151625,103.39892704258567,0.1310243476642797,0.5025832494290944,0.29672914671672607,0.47366097143247293,0.6854705768657309,0.494589337984211,0.3342435408782069,0.3545815167514824,0.4503948042308206,0.6882487752818293,0.4533102826456857,0.5488991399812324,0.051943016402530365,0.14557543522032507,0.7108229709098794,0.12550857163352583,0.12477064286400338,0.22720082785994844,1,560.3157884235347,192.50961973555775
19,2023,Pacific Maritime,forest,61.97193893796402,55.64860905107941,7.137436797006142,0,0,297.60505591312955,221.5901029276109,76.01495298551866,0.4219373666799281,0.2766192903296292,0.25510971584665315,0.37915248677006486,0.7021970069568947,0.471335580222453,0.397633624662567,0.33899852460048985,0.4032185839594277,0.07491892724118109,0.18639220644729132,0.3104681279719185,-0.2855788479683189,0.24538563633364935,0.7069738755612374,0.31766417668490005,0.3504851430507358,0.18855606871022557,0,26.231112761650834,54.4613889271298
20,2023,Hudson Plains,forest,92.79706081658242,51.22890427049458,24.919175486674803,0,0,288.6285976708302,215.45387927515114,73.17471839567905,0.2647110304331009,0.40599441515003165,0.3787211515298774,0.3042328023374124,0.6332095611241082,0.29199683214929806,0.36776211170868806,0.1519456882625202,0.5724741073277921,0.3004532709626118,0.32573009674859577,0.30431970238876144,-0.07917684698121227,0.23865632802999387,0.5163467867237572,0.40158859681068837,0.18928197968588586,0.1815622184112583,0,60.49296660520291,179.19896382615633
21,2023,Prairies,grassland,49.181258141290996,80.74473764101548,12.376349827791158,0,0,205.0033112124811,56.98448274190717,148.01882847057394,0.7451799174683115,0.31824567933590847,0.24225569753305598,0.5668953613727973,0.36087910704560344,0.4714897389842579,0.3733291887965116,0.4846580084520926,0.22094638218936258,0.15859605889580175,0.46152087170459094,0.48443436487687447,-0.011819797400189312,0.43602502781650815,0.3773399717687598,0.16859572379309343,0.09194667801838714,0.6020064587095366,0,31.527961249820123,166.64107864344098
22,2023,Montane Cordillera,forest,52.8657538108291,35.528153955277695,23.919663218424247,1,0,272.3425093788599,145.12268392500195,127.21982545385795,0.35941726271768715,0.3393767855960617,0.3936209562401284,0.3561626587271361,0.6210560199015392,0.4865929155966856,0.6102477999665412,0.0,0.47716197936807514,0.3318892655798198,0.3685582066597795,0.3575146569970412,-0.02260959721617883,0.3322723794976795,0.3537488422900391,0.43553121094641817,0.311640371181736,0.0799170839416211,0,74.25336229157801,105.67164803054843
23,2023,Mixedwood Plains,wetland,60.19969635275295,41.03413588990416,9.508693732882548,0,0,233.84596110562043,81.22214978366131,152.62381132195912,0.3902343633614085,0.46141539531664083,0.3426200899930426,0.41481639106274454,0.5519981678298396,0.40851417478286767,0.4051945856850486,0.47157090630658105,0.36990117806692513,0.6908926242047257,0.3592917455938621,0.6866370182708286,0.2816345704456232,0.33502466034404493,0.5360099620668525,0.20976738666468536,0.1898549763694982,0.3097706936565869,0,65.02402219483346,121.94252493596007
24,2023,Hudson Plains,forest,73.75151372977258,16.793798059886367,16.40157129859386,0,1,332.02278642405787,187.05569420974254,144.96709221431533,0.20780108941346997,0.4498396046243014,0.5715508357010489,0.3881830473737092,0.7374327019994686,0.5544581574395825,0.35111487771679084,0.27623130905661886,0.4203565619804739,0.37835511056583915,0.28622518991608364,0.5321013453359595,0.4586890597813759,0.3631555231717099,0.45819178226249657,0.3752690159988457,0.4381866646997149,0.22065783789656807,0,55.58699753689479,159.95848770992868
25,2023,Boreal Plains,forest,7.185033548623432,74.08152316357867,18.0582315913697,0,0,212.05082325728603,105.39558065108397,106.65524260620205,0.44155098198481163,0.46459491094803756,0.6086467285120628,0.7201509816328231,0.3783013156666656,0.5959890068480359,0.4411113932215771,0.2641889043621763,0.1554202133634011,0.30940130920822695,0.252020148650979,0.19281392320743923,-0.11972946320803972,0.34178883903699697,0.6529993882776313,0.5073973708698591,0.3545949906042143,0.34504656005404477,1,632.5430406205862,178.04237653932512
26,2023,Taiga Plains,forest,51.56874385219721,78.47089091881483,13.671066645377211,1,1,272.8514236397028,195.65596785001915,77.19545578968365,0.3226510170089013,0.49952178137730036,0.5796311333859516,0.29395561123793956,0.7095513401121994,0.5183510798190423,0.6273528836665702,0.2469989050671911,0.5708591512414549,0.23036098718059161,0.32956140750856555,0.6521521866441857,-0.2826647909508101,0.16375957976751437,0.5331314860870651,0.28724784005350734,0.2539458744880851,0.09009724456877687,0,29.9189384238759,55.80029922032128
27,2023,Boreal Shield,grassland,48.15915892060435,13.666332077883025,18.58769599527489,0,0,129.04962462058214,38.96400075448353,90.0856238660986,0.3585105810271582,0.3303952948679971,0.1146351375852994,0.2936995568768091,0.7740909992121124,0.44381378703699664,0.28498161315398396,0.37159458135064294,0.42053074403312896,0.11439153508047335,0.4850056955928516,0.4354669183757403,0.09721153874589394,0.3332828215336283,0.44777127491836255,0.2854761753632147,0.24922314800958886,0.3019584985394518,1,304.7209010052242,84.11216230706047
28,2023,Boreal Shield,wetland,92.16849842375704,39.345707398832175,12.851770817346283,1,0,235.9707321741685,81.86715014291198,154.1035820312565,0.2832144075931941,0.3283912774191471,0.4425367797162656,0.1286742861259499,0.953623236508505,0.3722310649948434,0.7722213559050188,0.6305312590390262,0.3493200047432653,0.5659693572061919,0.34419512599570307,0.4483461270087866,0.40787002861067995,0.3311457031081581,0.6995941311864502,0.26350038789433594,0.33660823234888815,0.08697435182089998,0,112.48185402495075,109.6592814763581
29,2023,Pacific Maritime,wetland,49.35065804363411,89.2904995362683,10.412605461815344,0,0,300.14641918258445,98.32944340230996,201.8169757802745,0.39795097930934353,0.43457027634999895,0.39851995917265,0.6402065588253368,0.3656195140013166,0.513110345271209,0.3486794299700647,0.48748596536026695,0.3500963081621394,0.6961957353914269,0.3912763040968288,0.5169675402870653,-0.10080378908491099,0.1597147985794374,0.6110909307005327,0.040669305445593766,0.0,0.330410894417778,0,100.01361034937207,174.28587608590954
30,2023,Hudson Plains,wetland,46.8320534694331,0.27072736757871585,35.981893749709776,0,0,281.02049653034123,143.89345892057747,137.12703760976373,0.38357584370579745,0.22871326284991764,0.3017072757524353,0.49347466487287295,0.546787203064036,0.5327643296588852,0.38769240534523725,0.47717473148922523,0.33525236335249436,0.6240497348541679,0.3508092443583028,0.30726960612348375,0.21258972300355325,0.47150686045289225,0.494242131899645,0.10196432626257845,0.18270766467614052,0.27386919962379463,0,270.94889349619837,475.53912611290673
31,2023,Montane Cordillera,forest,96.2199988534702,29.87590706226323,26.49415324801096,0,0,243.82247303092282,122.32080071525777,121.50167231566505,0.15644662655278221,0.5164580293213629,0.6365632186689745,0.6026967085912704,0.45672204681795775,0.5207120366285255,0.42315053766769795,0.3058796815376446,0.3442638409277239,0.15995008403864758,0.37478324899884213,0.13450655977580395,-0.20928389813352977,0.43390368367821563,0.4303104351313721,0.4753058620710486,0.37405120443924833,0.26675804514338414,0,100.87608708991645,241.13036600097556
32,2023,Prairies,grassland,45.05764636008816,55.50422850525477,9.791595250694316,0,0,149.78447211645243,45.99628722173327,103.78818489471917,0.8519496258768644,0.4767526627086936,0.4083196689581994,0.663742152252137,0.38501842011275145,0.5725439763879343,0.33836153226391574,0.32970607856698086,0.1266118306796675,0.28079087457246854,0.7223830977509673,0.410499367443175,0.00531784202503065,0.6694680250905004,0.21160825895098176,0.2883429736701904,0.2082259699526101,0.7636148301290433,1,183.17812935950968,122.30474454834072
33,2023,Prairies,grassland,18.088443032209035,33.409385965995334,20.341118272207318,0,0,197.16545649351835,62.13174755471802,135.03370893880034,0.7887295785235293,0.5853428684560165,0.25133057332043307,0.7246010921882448,0.1975185249641761,0.5830360430638586,0.49338486575787666,0.4904003998019843,0.2875372350486473,0.22885113605412588,0.48728997042278815,0.4925478120130059,-0.2904855705750391,0.49493045288430404,0.7075423190319143,0.29850433915867125,0.04866705028425386,0.7272707544010004,0,56.86509491143586,323.93732829689975
34,2023,Taiga Plains,peatland,21.69161228057883,27.20451891776694,9.890024569557202,0,1,595.2951451804042,81.70396605735242,513.5911791230518,0.2807421131497306,0.4626125151012602,0.5992005649830848,0.6524659450604481,0.2797630792049457,0.7485149641261106,0.549526694723335,0.3643543741346,0.5543760866517614,0.2787811360952922,0.34927000453995477,0.49912016925867464,0.002708015119811715,0.22984201328158305,1.0,0.15706870411866902,0.12851183543749523,0.4118612941286747,0,195.16781757644208,388.2760299153124
35,2023,Boreal Plains,forest,9.518753833697414,46.003748490321264,7.755664239210663,0,0,292.9841729218357,190.91827420175494,102.06589872008074,0.18240693105925543,0.3524452297400605,0.766418461942049,0.4562471574304407,0.5148933764009542,0.4492570280882639,0.4523232716289451,0.31850961460555527,0.4519096637701621,0.0956478353500707,0.2055391390915217,0.4359369363967365,-0.029113744678899912,0.24477270314019728,0.4309708862761734,0.40456469314243315,0.19687331027215305,0.21779310332082183,0,30.72349641580886,68.64796244464593
36,2023,Boreal Shield,riparian,0.05681292589444498,18.152310810969375,26.274402933852638,0,0,220.34196615306857,164.3359882551974,56.00597789787116,0.3949014908874548,0.39663399637167507,0.35749738545618825,0.4143414839734212,0.5149920881218899,0.3530447909614977,0.4070980514731741,0.557323770432794,0.3059227925532257,0.6613465694676367,0.27651997968924535,0.5527627166239772,0.1520307247905192,0.49383053063120025,0.517401305501707,0.19012322754948147,0.16813445835800106,0.24586703842522473,0,44.45057652682636,175.01620460246133
37,2023,Taiga Plains,forest,43.19456610004819,52.96252409594838,5.828415653566848,0,0,281.53472412897725,113.98835540184442,167.54636872713283,0.34024986719986394,0.3878782248557237,0.44606232174232685,0.4808821430089761,0.3718077997274587,0.3306078938603393,0.2799884334883685,0.22279493881587314,0.41354007407937615,0.23490768171528548,0.49865318394997377,0.36051842789736144,0.44451540217238084,0.15540041194025822,0.5038603139780352,0.1812232669949043,0.290726833507146,0.21756738946128737,0,6.062173913195917,46.35828733803551
38,2023,Boreal Plains,grassland,76.92425812982215,70.66959213132259,24.77340633127878,0,0,87.92698322127097,38.82109227803892,49.105890943232055,0.2755073528628328,0.30746834157294656,0.5909031183218183,0.4578730849305879,0.6097221111643162,0.3390568757934027,0.3908223385030566,0.506637404698359,0.3985675648142934,0.28312557128470167,0.3151351560447492,0.45218411616284776,-0.09722385522733587,0.23720427983847048,0.5702750246785202,0.2804647053412805,0.12965805965773475,0.34707426387412754,1,251.49648435417976,89.89898239825045
39,2023,Pacific Maritime,forest,73.3466442799836,57.52949526285022,12.948794928286455,0,0,362.5919569871712,194.83650104291408,167.7554559442571,0.2732099702309042,0.5481119449680972,0.49571140577341677,0.4404068806500482,0.5942339320368519,0.5657005719863675,0.4306086363456155,0.10114214014171866,0.24822876623638457,0.30662889515872793,0.30170518180312456,0.4892577987357799,-0.4999322868364231,0.26775283270638706,0.4664063093143503,0.3502548295930464,0.14286724670955528,0.24523971520550175,1,597.6873980294993,150.64416745951715
40,2023,Taiga Plains,wetland,3.2149087802850196,9.31093308585309,13.24538736339361,1,0,194.66712644226808,101.63120048187542,93.03592596039266,0.5909728926260315,0.47154671299071643,0.40026253389175726,0.5434763899391162,0.32258695243162916,0.37516772240588525,0.759672812014781,0.6387716980104784,0.4992811263662174,0.6472326022746168,0.40383506604586034,0.43455696666953864,-0.050525972294894146,0.21896943958934237,0.8882877897958776,0.1528372142307305,0.10921379227318248,0.17908291495196862,0,136.21809776926165,158.74911782639268
41,2023,Mixedwood Plains,riparian,56.99829035940329,84.44086141655733,18.64099468555793,0,0,281.3035985076766,129.0592107244577,152.2443877832189,0.5096294710985269,0.4549256086714826,0.4604663843346847,0.6226349629235637,0.3532733659036827,0.5898971929517879,0.2759935072615624,0.27843479723810444,0.5723191764251596,0.5670029009029686,0.5136389481787494,0.4231009588070098,0.07482940587210728,0.4214398397971966,0.44658860818059115,0.264759570655434,0.17107430918381006,0.3331982994494111,1,761.1843678466302,219.0486569950215
42,2023,Pacific Maritime,forest,15.4283125413476,17.49778374874882,20.48431244476388,0,0,250.82428655738687,116.63704913245401,134.18723742493285,0.22496314887600496,0.6693263093411241,0.30003479431316815,0.5198205818096743,0.461750836465063,0.39914568657856914,0.5738060376811921,0.2248211320983338,0.2708264447002042,0.4009515250145871,0.15312585796088976,0.3449081015791489,0.0504750220641845,0.3528500977831299,0.7151190669158534,0.4160868749953176,0.35850612727428577,0.2506555460999491,0,70.27146879831585,175.7748160965525
43,2023,Prairies,grassland,94.10762847646973,76.48120006111286,9.445243228794256,0,0,123.1073371836484,36.19475364128573,86.91258354236267,0.6018856370527694,0.3915910617502481,0.41750471916232335,0.5234864550461683,0.4947079878048256,0.5765758824618666,0.37204956135778045,0.6557708402012534,0.16735182607069504,0.16433522887066837,0.2733120620167452,0.05455543684848452,-0.039355702571313954,0.3060183101362264,0.4540489166683228,0.048943184711610535,0.05829482766754283,0.5470638654678565,1,177.49874302856824,68.30434022487275
44,2023,Mixedwood Plains,wetland,16.736499964417927,36.05651107758504,22.08169720917818,0,0,323.8530112802554,136.87668014941104,186.97633113084433,0.6757468048154321,0.514529133692897,0.3145491742869034,0.71743110060401,0.17437665453122406,0.4016923356331202,0.5397868466656552,0.6526487158260352,0.0850511316594024,0.7299742769601274,0.38688723623804877,0.48791420664522595,0.37192873519908787,0.48856891798001045,0.6381183342180367,0.18593809674182044,0.1961845571795291,0.491060823055509,1,1119.9449239973278,521.1990349230667
45,2023,Hudson Plains,wetland,62.66392176974816,78.27613480561023,15.837076356763722,0,1,309.6024992260651,108.77918387099909,200.823315355066,0.3753858762282644,0.23812494185402977,0.31420628293447267,0.47383182332821183,0.39076875307234693,0.6142779797163993,0.3374307987008621,0.5632233272170655,0.3488230799323075,0.5785376602366487,0.12555232326076052,0.5617886780197956,0.0340536349669537,0.25949715182720895,0.7132453862681363,0.20136096407488668,0.2124361186694335,0.25009704484062073,0,163.0818575757847,244.61456447711146
46,2023,Prairies,grassland,32.62383621640568,20.627290340534575,7.4571243492031725,0,0,152.3033064637394,36.16995135239031,116.1333551113491,0.8304852255484858,0.5668191485607004,0.5810591010964247,1.0,0.051972449603391015,0.7976950454666226,0.47368461468370665,0.5014617017618304,0.22664782082414683,0.05445796952853765,0.3286819927084139,0.29380200006536733,-0.02619906627986675,0.5794791196457544,0.34806539392400576,0.26287297497117734,0.11032900911259076,0.8260647623212278,1,186.77447645868773,105.74337601227305
47,2023,Boreal Plains,grassland,64.15613259643523,18.66621036954298,13.55247292048932,0,0,171.64026924322118,72.34763559808117,99.29263364514001,0.4369301741824698,0.5894934379606658,0.4336718283836967,0.5884361316515422,0.25816766712159556,0.5336488302532582,0.39847246762075333,0.40057687606619513,0.2636400493095917,0.11564830003038404,0.43782295022502016,0.35094410708873747,-0.19442653170774288,0.3691540442165099,0.5555114116287805,0.20036290877702803,0.08712758752008166,0.5310397973639599,1,197.75672976357788,138.437667644779
48,2023,Pacific Maritime,riparian,41.225859646407514,49.70258462174822,31.80754286135688,0,0,215.57236098718,151.11594671722352,64.45641426995647,0.4138268037720679,0.47472139183543377,0.4485681841234001,0.6707968475793492,0.30593680311518445,0.48671935401758915,0.28393143914616076,0.32521019734764967,0.43022608202048984,0.6219827301679566,0.46358975600906094,0.44386599618385103,-0.43667767183529904,0.27146861484836693,0.24448761926942664,0.242351281144555,0.0,0.29625614308096365,1,1154.7676627472185,264.7928941060424
49,2023,Boreal Shield,forest,75.96430523063947,3.2936014698360494,37.41707455099943,0,0,284.53978047546104,177.95637100670865,106.5834094687524,0.21490016622815725,0.5518824814821675,0.6076445811580539,0.4855893500011314,0.48180293142304587,0.30052211043988475,0.4891079167904384,0.37208399741533127,0.42583929909664225,0.2824406996312495,0.4068389050486134,0.1522757669221044,0.0823079840794843,0.32226810817467405,0.47736668368015334,0.33110278070943544,0.4367679377599031,0.25796796655912213,0,123.48665886231376,358.2070157361891
50,2023,Boreal Plains,wetland,23.067912532785783,22.529733878233337,22.07711720869812,0,0,201.99441448985175,74.74081101736482,127.25360347248693,0.31055416875047415,0.5686332888112937,0.7010987510187352,0.6576962293286748,0.3299753388486467,0.42298710634683023,0.4827477134162994,0.6838994444955158,0.3920134486616742,0.7091831988158475,0.47620353065547844,0.6387959819253941,0.06135447496683903,0.3621140051825133,0.7185421931749592,0.3961080425047853,0.14195103762808964,0.41884678776266526,0,216.6019044163113,357.210247859319
51,2023,Boreal Shield,forest,90.57918529142601,72.40122521843483,7.7315633102194665,1,0,334.7235722115143,214.8016329608433,119.92193925067099,0.3223310068537341,0.4576413894850177,0.21665317050704244,0.3337476667922175,0.6915240953255677,0.5721507729046725,0.7618041651021397,0.27962048606479223,0.541082791534018,0.3055109052327184,0.3335594205960912,0.306306725687226,-0.26483263373204324,0.10713023226781551,0.5570498255043548,0.27103044430285655,0.19877118044863795,0.06694391161857502,0,13.950300163029429,33.837135158737375
52,2023,Hudson Plains,wetland,50.02096493133521,83.73834783054255,19.488680237067246,0,1,199.9281334741221,86.71372597469446,113.21440749942764,0.4259788317024485,0.3741408060238302,0.22297513846168163,0.5280006835157459,0.6318563782653948,0.6051080036736075,0.35097576698292954,0.668748991575471,0.4529178105879634,0.6725587590553611,0.3614569477943427,0.4986540665696914,-0.011093089887954316,0.3287322798049143,0.6439853009935916,0.14135344038076605,0.11779927628153916,0.2977502323088502,0,158.4025432380506,240.81101154927296
53,2023,Pacific Maritime,forest,75.60931477128528,8.078536393781043,23.759287273133967,0,0,366.6835989715819,227.0894851845604,139.59411378702148,0.325338981053474,0.44907577517697256,0.2906365983510464,0.5449561012429517,0.29509467869795825,0.4918604458310752,0.46095641790108277,0.25376702132183304,0.3070325247155303,0.13106251596178747,0.21553750537816047,0.4116714079112618,-0.03596285838177842,0.21049909200860958,0.5902591303141608,0.4247539496623276,0.2987847688461589,0.21936814597251458,0,112.94178170747317,275.5387654152895
